TIMESTAMP X(mg) Y(mg) Z(mg)
599618631847305344 -901 66 533
599618631857181312 -899 69 529
599618631867057280 -901 72 527
599618631876933248 -898 74 526
599618631886809216 -896 75 528
599618631896685184 -894 77 528
599618631906561164 -893 79 532
599618631916436224 -895 72 531
599618631926311296 -894 72 528
599618631936186496 -894 70 527
599618631946061568 -894 72 523
599618631955936640 -895 74 520
599618631965811840 -894 78 519
599618631975686912 -892 81 525
599618631985561984 -890 85 529
599618631995437184 -889 88 530
599618632005312256 -888 86 534
599618632015187456 -885 89 537
599618632025062528 -887 94 544
599618632034937600 -890 93 540
599618632044812800 -893 93 537
599618632054687872 -886 91 537
599618632064562944 -878 87 541
599618632074438144 -872 86 549
599618632084313216 -878 83 549
599618632094188288 -879 86 549
599618632104063488 -882 89 553
599618632113938560 -886 86 549
599618632123813632 -886 86 545
599618632133688832 -885 83 544
599618632143563904 -886 81 546
599618632153438976 -878 82 545
599618632163314176 -870 82 546
599618632173189248 -863 83 551
599618632183064320 -863 89 549
599618632192939520 -868 88 550
599618632202814592 -868 89 552
599618632212689792 -873 93 548
599618632222564864 -873 88 547
599618632232439936 -872 86 547
599618632242315136 -869 87 548
599618632252190208 -866 84 549
599618632262065372 -864 85 550
599618632271942272 -867 85 549
599618632281819136 -867 87 550
599618632291695872 -876 81 554
599618632301572736 -876 81 557
599618632311449472 -878 85 552
599618632321326336 -878 87 550
599618632331203200 -875 86 552
599618632341079936 -872 90 548
599618632350956800 -872 89 547
599618632360833536 -880 89 547
599618632370710400 -882 85 541
599618632380587136 -882 84 543
599618632390464000 -879 83 545
599618632400340864 -882 84 544
599618632410217600 -882 84 543
599618632420094464 -877 83 545
599618632429971200 -875 84 543
599618632439848064 -876 83 541
599618632449724928 -876 83 545
599618632459601664 -878 84 545
599618632469478528 -881 87 543
599618632479355264 -883 83 542
599618632489232128 -882 89 540
599618632499108992 -883 88 538
599618632508985728 -881 90 537
599618632518862592 -884 90 538
599618632528739328 -882 86 536
599618632538616192 -884 89 533
599618632548492928 -885 88 530
599618632558369792 -882 86 533
599618632568246656 -880 86 534
599618632578123392 -881 84 537
599618632588000256 -878 84 536
599618632597876992 -878 85 539
599618632607753856 -879 88 541
599618632617630574 -877 87 541
599618632627502336 -878 89 547
599618632637374080 -882 92 548
599618632647245824 -879 93 549
599618632657117568 -880 94 549
599618632666989184 -880 95 547
599618632676860928 -883 95 545
599618632686732672 -881 95 545
599618632696604416 -880 96 538
599618632706476160 -878 97 540
599618632716347904 -873 96 543
599618632726219648 -872 96 543
599618632736091264 -875 93 544
599618632745963008 -876 90 542
599618632755834752 -872 90 542
599618632765706496 -873 91 546
599618632775578240 -880 94 549
599618632785449984 -886 93 544
599618632795321728 -890 95 534
599618632805193344 -886 93 534
599618632815065088 -877 91 541
599618632824936832 -874 88 545
599618632834808576 -883 85 541
599618632844680320 -889 85 533
599618632854552064 -896 85 531
599618632864423808 -895 82 527
599618632874295424 -892 85 528
599618632884167168 -888 85 535
599618632894038912 -885 87 544
599618632903910656 -879 90 549
599618632913782400 -871 91 551
599618632923654144 -867 87 557
599618632933525888 -865 92 563
599618632943397504 -870 90 570
599618632953269248 -873 91 578
599618632963140992 -877 94 581
599618632973012696 -875 94 583
599618632982889600 -868 91 589
599618632992766464 -862 91 591
599618633002643200 -855 85 591
599618633012520064 -850 79 594
599618633022396800 -841 76 591
599618633032273664 -840 74 587
599618633042150528 -837 71 590
599618633052027264 -835 64 589
599618633061904128 -834 63 592
599618633071780864 -834 66 590
599618633081657728 -836 73 591
599618633091534464 -840 83 586
599618633101411328 -841 88 581
599618633111288192 -841 87 577
599618633121164928 -841 88 566
599618633131041792 -841 82 565
599618633140918528 -843 81 562
599618633150795392 -840 84 558
599618633160672256 -838 88 562
599618633170548992 -838 93 572
599618633180425856 -839 97 582
599618633190302592 -839 97 587
599618633200179456 -841 96 598
599618633210056320 -840 90 604
599618633219933056 -840 79 609
599618633229809920 -843 75 611
599618633239686656 -841 68 614
599618633249563520 -841 62 612
599618633259440256 -839 60 614
599618633269317120 -840 57 613
599618633279193984 -837 53 612
599618633289070720 -835 50 604
599618633298947584 -831 51 598
599618633308824320 -827 53 587
599618633318701184 -823 53 585
599618633328577902 -820 61 579
599618633338453888 -822 62 580
599618633348329856 -820 70 576
599618633358205824 -823 73 574
599618633368081792 -825 68 583
599618633377957760 -829 70 585
599618633387833728 -833 65 589
599618633397709696 -838 67 594
599618633407585664 -842 71 600
599618633417461632 -845 79 606
599618633427337600 -849 85 610
599618633437213568 -850 88 613
599618633447089536 -846 88 614
599618633456965504 -845 90 614
599618633466841472 -841 87 612
599618633476717440 -837 87 610
599618633486593280 -830 86 609
599618633496469248 -825 81 605
599618633506345216 -821 77 600
599618633516221184 -817 71 593
599618633526097152 -819 70 591
599618633535973120 -823 75 588
599618633545849088 -831 78 582
599618633555725056 -835 82 574
599618633565601024 -836 83 576
599618633575476992 -834 83 577
599618633585352960 -833 75 588
599618633595228928 -837 76 599
599618633605104896 -844 80 599
599618633614980864 -852 83 599
599618633624856832 -858 84 599
599618633634732800 -860 77 598
599618633644608768 -854 77 601
599618633654484736 -847 74 604
599618633664360704 -838 71 600
599618633674236672 -833 66 603
599618633684112592 -828 66 603
599618633693985152 -827 63 601
599618633703857664 -828 58 601
599618633713730304 -829 65 596
599618633723602816 -831 68 598
599618633733475456 -832 71 599
599618633743347968 -832 77 598
599618633753220608 -832 81 598
599618633763093120 -833 83 598
599618633772965760 -833 86 598
599618633782838272 -834 90 598
599618633792710912 -837 93 600
599618633802583424 -836 93 598
599618633812456064 -834 95 601
599618633822328576 -835 90 603
599618633832201216 -832 92 602
599618633842073728 -830 96 601
599618633851946368 -831 95 600
599618633861818880 -831 94 602
599618633871691520 -831 94 603
599618633881564032 -830 95 599
599618633891436672 -829 95 599
599618633901309184 -829 98 596
599618633911181824 -828 96 598
599618633921054336 -831 96 597
599618633930926976 -831 96 598
599618633940799488 -832 93 602
599618633950672128 -833 91 602
599618633960544640 -834 86 601
599618633970417280 -835 84 603
599618633980289792 -837 86 603
599618633990162432 -838 87 602
599618634000034944 -839 89 600
599618634009907456 -836 85 597
599618634019780096 -833 84 596
599618634029652608 -831 80 593
599618634039525252 -832 81 597
599618634049396096 -831 76 601
599618634059266944 -831 77 598
599618634069137792 -833 78 599
599618634079008768 -833 84 597
599618634088879616 -833 84 597
599618634098750464 -831 82 596
599618634108621312 -832 82 599
599618634118492288 -829 83 596
599618634128363136 -830 80 597
599618634138233984 -830 79 598
599618634148104832 -833 81 599
599618634157975680 -833 81 600
599618634167846656 -835 80 600
599618634177717504 -835 86 601
599618634187588352 -836 84 598
599618634197459200 -835 87 599
599618634207330176 -834 90 595
599618634217201024 -834 89 596
599618634227071872 -834 87 595
599618634236942720 -831 89 600
599618634246813696 -832 89 603
599618634256684544 -831 91 602
599618634266555392 -829 87 600
599618634276426240 -831 87 602
599618634286297088 -835 91 603
599618634296168064 -840 91 601
599618634306038912 -842 91 594
599618634315909760 -839 85 591
599618634325780608 -836 84 589
599618634335651584 -831 77 593
599618634345522432 -829 78 602
599618634355393280 -830 84 603
599618634365264128 -834 85 601
599618634375134976 -837 87 601
599618634385005952 -838 85 595
599618634394876824 -838 86 593
599618634404755328 -834 87 595
599618634414633856 -831 86 601
599618634424512384 -830 82 602
599618634434390912 -830 81 602
599618634444269312 -828 77 599
599618634454147840 -830 77 602
599618634464026368 -833 80 597
599618634473904896 -835 77 600
599618634483783424 -837 75 598
599618634493661952 -836 79 599
599618634503540352 -832 82 599
599618634513418880 -830 80 601
599618634523297408 -828 80 602
599618634533175936 -831 80 599
599618634543054464 -831 82 601
599618634552932992 -831 81 602
599618634562811392 -833 85 602
599618634572689920 -834 88 601
599618634582568448 -836 88 597
599618634592446976 -833 92 596
599618634602325504 -832 94 595
599618634612204032 -832 91 595
599618634622082432 -831 92 596
599618634631960960 -831 90 598
599618634641839488 -832 88 599
599618634651718016 -830 84 602
599618634661596544 -830 86 602
599618634671475072 -831 83 602
599618634681353600 -832 82 602
599618634691232000 -834 79 603
599618634701110528 -833 78 603
599618634710989056 -834 80 601
599618634720867584 -833 82 601
599618634730746112 -831 86 602
599618634740624640 -832 90 600
599618634750503096 -833 88 599
599618634760379904 -834 89 597
599618634770256768 -833 87 591
599618634780133504 -832 84 596
599618634790010368 -835 81 597
599618634799887104 -834 80 596
599618634809763968 -835 79 597
599618634819640832 -833 79 596
599618634829517568 -834 84 596
599618634839394432 -832 83 598
599618634849271168 -831 84 600
599618634859148032 -831 83 600
599618634869024768 -831 85 601
599618634878901632 -832 79 603
599618634888778496 -833 81 602
599618634898655232 -833 81 598
599618634908532096 -833 81 599
599618634918408832 -831 83 597
599618634928285696 -834 81 596
599618634938162560 -831 78 597
599618634948039296 -832 80 597
599618634957916160 -834 81 597
599618634967792896 -833 83 595
599618634977669760 -833 84 596
599618634987546496 -834 89 596
599618634997423360 -833 89 599
599618635007300224 -833 90 599
599618635017176960 -834 89 600
599618635027053824 -832 88 602
599618635036930560 -829 86 601
599618635046807424 -828 83 601
599618635056684288 -832 84 605
599618635066561024 -836 87 604
599618635076437888 -840 86 597
599618635086314624 -841 83 593
599618635096191488 -833 82 587
599618635106068294 -829 76 599
599618635115947648 -827 74 602
599618635125826944 -828 82 605
599618635135706368 -832 89 602
599618635145585664 -836 83 600
599618635155465088 -840 86 593
599618635165344384 -839 85 593
599618635175223808 -836 84 597
599618635185103104 -834 88 599
599618635194982528 -832 84 599
599618635204861824 -829 81 602
599618635214741248 -828 83 600
599618635224620544 -827 82 602
599618635234499840 -832 78 596
599618635244379264 -836 81 599
599618635254258560 -838 83 601
599618635264137984 -837 86 600
599618635274017280 -835 86 601
599618635283896704 -833 87 601
599618635293776000 -831 86 599
599618635303655424 -831 83 601
599618635313534720 -830 84 602
599618635323414144 -831 84 602
599618635333293440 -832 86 601
599618635343172864 -832 83 601
599618635353052160 -833 84 601
599618635362931456 -830 85 603
599618635372810880 -831 89 605
599618635382690176 -830 83 604
599618635392569600 -830 82 604
599618635402448896 -829 84 603
599618635412328320 -830 80 601
599618635422207616 -828 79 602
599618635432087040 -829 77 603
599618635441966336 -829 79 606
599618635451845760 -829 78 606
599618635461725060 -830 77 603
599618635471602688 -832 74 607
599618635481480320 -833 73 606
599618635491357952 -834 74 606
599618635501235712 -834 76 607
599618635511113344 -832 80 606
599618635520990976 -830 80 602
599618635530868608 -829 84 603
599618635540746368 -831 82 602
599618635550624000 -831 84 603
599618635560501632 -831 83 602
599618635570379264 -832 84 602
599618635580256896 -833 85 603
599618635590134656 -834 85 602
599618635600012288 -831 85 599
599618635609889920 -832 83 600
599618635619767552 -830 83 601
599618635629645184 -831 83 604
599618635639522944 -830 84 601
599618635649400576 -829 86 602
599618635659278208 -831 84 605
599618635669155840 -831 87 604
599618635679033600 -830 85 605
599618635688911232 -829 85 604
599618635698788864 -830 89 603
599618635708666496 -828 88 604
599618635718544128 -829 87 604
599618635728421888 -828 88 607
599618635738299520 -831 85 605
599618635748177152 -830 85 605
599618635758054784 -830 86 606
599618635767932544 -830 87 606
599618635777810176 -832 87 604
599618635787687808 -832 90 601
599618635797565440 -831 90 603
599618635807443072 -830 89 601
599618635817320812 -830 89 600
599618635827199360 -831 84 601
599618635837077888 -827 80 603
599618635846956416 -827 83 605
599618635856834944 -828 85 608
599618635866713344 -832 84 607
599618635876591872 -834 84 601
599618635886470400 -833 81 599
599618635896348928 -829 77 604
599618635906227456 -825 76 607
599618635916105984 -826 78 609
599618635925984384 -827 83 609
599618635935862912 -830 90 605
599618635945741440 -833 87 603
599618635955619968 -832 86 601
599618635965498496 -831 81 600
599618635975377024 -830 83 607
599618635985255424 -829 83 606
599618635995133952 -827 81 608
599618636005012480 -826 84 605
599618636014891008 -824 87 605
599618636024769536 -830 88 605
599618636034648064 -832 90 603
599618636044526464 -833 81 603
599618636054404992 -832 87 600
599618636064283520 -828 82 602
599618636074162048 -826 81 604
599618636084040576 -824 82 606
599618636093919104 -824 83 608
599618636103797504 -825 84 608
599618636113676032 -825 84 607
599618636123554560 -826 83 608
599618636133433088 -827 84 610
599618636143311616 -826 84 608
599618636153190144 -824 86 607
599618636163068672 -825 90 608
599618636172947076 -825 92 609
599618636182824704 -825 91 600
599618636192702336 -825 87 602
599618636202579968 -827 84 601
599618636212457728 -826 85 600
599618636222335360 -828 84 601
599618636232212992 -827 83 600
599618636242090624 -827 84 601
599618636251968256 -826 84 601
599618636261846016 -826 83 606
599618636271723648 -826 85 608
599618636281601280 -827 87 609
599618636291478912 -829 87 608
599618636301356672 -829 89 608
599618636311234304 -829 85 609
599618636321111936 -827 84 608
599618636330989568 -828 85 608
599618636340867200 -827 85 606
599618636350744960 -826 85 605
599618636360622592 -827 82 608
599618636370500224 -828 86 607
599618636380377856 -828 85 604
599618636390255488 -827 84 606
599618636400133248 -827 85 605
599618636410010880 -827 84 606
599618636419888512 -828 87 607
599618636429766144 -828 87 607
599618636439643776 -828 87 606
599618636449521536 -828 85 606
599618636459399168 -826 85 607
599618636469276800 -827 89 607
599618636479154432 -826 90 604
599618636489032192 -828 87 606
599618636498909824 -827 84 606
599618636508787456 -826 84 607
599618636518665088 -827 84 605
599618636528542802 -828 83 606
599618636538423936 -827 86 608
599618636548305024 -827 86 608
599618636558185984 -828 87 607
599618636568067072 -827 89 608
599618636577948160 -829 86 607
599618636587829248 -827 86 608
599618636597710208 -828 86 606
599618636607591296 -826 85 607
599618636617472384 -829 87 609
599618636627353344 -831 87 610
599618636637234432 -834 85 604
599618636647115520 -833 83 600
599618636656996480 -829 84 595
599618636666877568 -822 79 601
599618636676758656 -821 79 606
599618636686639744 -821 78 609
599618636696520704 -827 85 608
599618636706401792 -831 87 605
599618636716282880 -832 89 602
599618636726163840 -832 85 602
599618636736044928 -830 82 604
599618636745926016 -828 85 607
599618636755807104 -827 84 609
599618636765688064 -824 84 608
599618636775569152 -822 83 610
599618636785450240 -825 83 606
599618636795331200 -827 85 607
599618636805212288 -831 86 605
599618636815093376 -830 88 604
599618636824974336 -832 86 606
599618636834855424 -830 88 606
599618636844736512 -827 89 605
599618636854617600 -825 88 605
599618636864498560 -824 83 607
599618636874379648 -824 85 609
599618636884260614 -827 87 608
599618636894139904 -829 86 608
599618636904019200 -829 88 609
599618636913898624 -829 83 608
599618636923777920 -828 83 608
599618636933657344 -827 85 606
599618636943536640 -825 86 608
599618636953416064 -826 85 608
599618636963295360 -826 82 605
599618636973174784 -827 85 606
599618636983054080 -828 80 605
599618636992933504 -828 81 603
599618637002812800 -828 79 604
599618637012692096 -829 79 605
599618637022571520 -827 82 606
599618637032450816 -827 80 606
599618637042330240 -828 80 607
599618637052209536 -827 81 608
599618637062088960 -827 82 610
599618637071968256 -827 83 609
599618637081847680 -828 85 610
599618637091726976 -829 84 609
599618637101606400 -829 84 606
599618637111485696 -829 86 604
599618637121364992 -829 85 605
599618637131244416 -830 83 605
599618637141123712 -830 85 606
599618637151003136 -831 87 603
599618637160882432 -830 87 604
599618637170761856 -830 86 603
599618637180641152 -829 86 603
599618637190520576 -829 85 604
599618637200399872 -829 86 603
599618637210279296 -829 83 605
599618637220158592 -828 84 605
599618637230037888 -826 84 604
599618637239917366 -828 85 605
599618637249793280 -829 83 605
599618637259669248 -829 87 606
599618637269545216 -828 81 608
599618637279421184 -830 82 606
599618637289297152 -830 85 608
599618637299173120 -831 82 605
599618637309049088 -830 81 606
599618637318925056 -830 81 607
599618637328801024 -829 82 606
599618637338676992 -829 84 605
599618637348552960 -830 88 605
599618637358428928 -831 90 603
599618637368304896 -831 87 601
599618637378180864 -831 90 602
599618637388056832 -830 91 602
599618637397932800 -829 83 604
599618637407808640 -827 83 604
599618637417684608 -826 83 606
599618637427560576 -832 86 607
599618637437436544 -835 90 605
599618637447312512 -837 86 598
599618637457188480 -833 87 596
599618637467064448 -830 79 600
599618637476940416 -824 71 605
599618637486816384 -823 75 610
599618637496692352 -828 81 608
599618637506568320 -831 88 606
599618637516444288 -835 86 602
599618637526320256 -836 84 596
599618637536196224 -833 87 600
599618637546072192 -832 85 602
599618637555948160 -831 87 605
599618637565824128 -828 84 604
599618637575700096 -824 84 605
599618637585576064 -824 83 602
599618637595452062 -828 85 599
599618637605322880 -830 82 602
599618637615193728 -833 83 601
599618637625064576 -833 86 600
599618637634935552 -831 82 604
599618637644806400 -830 81 601
599618637654677248 -829 82 605
599618637664548096 -829 81 604
599618637674419072 -828 83 606
599618637684289920 -830 83 605
599618637694160768 -831 83 609
599618637704031616 -831 87 608
599618637713902592 -831 85 604
599618637723773440 -831 82 605
599618637733644288 -829 84 604
599618637743515136 -829 82 606
599618637753386112 -829 85 606
599618637763256960 -828 82 606
599618637773127808 -829 83 603
599618637782998656 -830 84 603
599618637792869504 -829 84 601
599618637802740480 -827 85 604
599618637812611328 -828 88 603
599618637822482176 -830 86 599
599618637832353024 -831 85 600
599618637842224000 -830 78 603
599618637852094848 -829 80 605
599618637861965696 -831 79 606
599618637871836544 -831 82 605
599618637881707520 -832 85 604
599618637891578368 -832 87 601
599618637901449216 -832 83 603
599618637911320064 -831 87 601
599618637921190912 -830 85 601
599618637931061888 -830 84 601
599618637940932736 -830 86 603
599618637950803666 -831 88 603
599618637960678016 -830 84 605
599618637970552320 -831 88 603
599618637980426496 -831 86 600
599618637990300800 -831 84 600
599618638000175104 -833 84 599
599618638010049408 -833 84 600
599618638019923584 -833 85 599
599618638029797888 -832 85 601
599618638039672192 -832 86 601
599618638049546496 -831 88 603
599618638059420672 -830 87 602
599618638069294976 -831 86 602
599618638079169280 -834 84 602
599618638089043456 -833 86 598
599618638098917760 -834 86 597
599618638108792064 -833 85 599
599618638118666368 -832 81 595
599618638128540544 -832 77 597
599618638138414848 -831 74 596
599618638148289152 -830 74 594
599618638158163328 -829 70 595
599618638168037632 -829 64 593
599618638177911936 -830 64 593
599618638187786240 -832 64 587
599618638197660416 -834 60 589
599618638207534720 -834 63 600
599618638217409024 -832 92 620
599618638227283328 -830 113 650
599618638237157504 -826 139 661
599618638247031808 -822 147 653
599618638256906112 -821 125 621
599618638266780288 -824 103 572
599618638276654592 -828 72 525
599618638286528896 -829 45 511
599618638296403200 -830 28 506
599618638306277334 -828 24 519
599618638316157568 -829 30 541
599618638326037760 -831 34 561
599618638335917952 -838 47 579
599618638345798144 -847 53 596
599618638355678336 -851 59 609
599618638365558528 -853 64 615
599618638375438720 -857 72 627
599618638385319040 -858 78 637
599618638395199232 -854 85 639
599618638405079424 -845 93 638
599618638414959616 -835 100 629
599618638424839808 -831 104 619
599618638434720000 -826 106 611
599618638444600192 -821 108 603
599618638454480384 -820 108 594
599618638464360576 -820 110 587
599618638474240768 -826 110 580
599618638484120960 -834 112 578
599618638494001152 -843 112 576
599618638503881472 -850 114 580
599618638513761664 -849 116 591
599618638523641856 -850 115 599
599618638533522048 -844 115 602
599618638543402240 -839 118 601
599618638553282432 -834 116 597
599618638563162624 -832 113 598
599618638573042816 -828 110 597
599618638582923008 -827 108 599
599618638592803200 -828 104 601
599618638602683392 -828 102 604
599618638612563584 -830 98 604
599618638622443904 -833 91 602
599618638632324096 -835 91 604
599618638642204288 -836 89 605
599618638652084480 -840 87 605
599618638661964622 -841 81 603
599618638671844864 -843 73 605
599618638681725056 -837 63 607
599618638691605248 -836 59 608
599618638701485440 -834 57 609
599618638711365632 -829 57 610
599618638721245824 -828 61 607
599618638731126016 -824 65 609
599618638741006336 -821 68 608
599618638750886528 -821 76 606
599618638760766720 -820 82 607
599618638770646912 -824 90 608
599618638780527104 -828 98 609
599618638790407296 -834 100 609
599618638800287488 -842 98 603
599618638810167680 -849 93 594
599618638820047872 -852 89 588
599618638829928064 -850 86 585
599618638839808256 -844 87 583
599618638849688448 -838 90 584
599618638859568768 -830 93 594
599618638869448960 -827 97 601
599618638879329152 -824 105 605
599618638889209344 -822 109 611
599618638899089536 -824 111 613
599618638908969728 -826 113 614
599618638918849920 -827 114 611
599618638928730112 -826 114 610
599618638938610304 -826 112 608
599618638948490496 -826 110 607
599618638958370688 -825 107 610
599618638968250880 -825 106 609
599618638978131200 -825 103 608
599618638988011392 -826 103 606
599618638997891584 -827 103 603
599618639007771776 -830 102 600
599618639017651912 -833 101 593
599618639027533056 -834 100 593
599618639037414144 -835 100 598
599618639047295104 -836 97 600
599618639057176192 -833 96 600
599618639067057280 -832 91 602
599618639076938368 -832 93 603
599618639086819328 -833 93 607
599618639096700416 -834 93 609
599618639106581504 -835 93 611
599618639116462464 -832 87 609
599618639126343552 -833 84 604
599618639136224640 -829 76 607
599618639146105600 -826 73 611
599618639155986688 -825 65 611
599618639165867776 -827 70 609
599618639175748864 -827 76 608
599618639185629824 -827 73 605
599618639195510912 -828 73 601
599618639205392000 -824 77 603
599618639215272960 -821 79 607
599618639225154048 -817 81 608
599618639235035136 -820 80 610
599618639244916224 -821 87 610
599618639254797184 -825 88 607
599618639264678272 -829 91 606
599618639274559360 -832 92 605
599618639284440320 -833 90 608
599618639294321408 -831 92 605
599618639304202496 -828 94 607
599618639314083584 -826 93 609
599618639323964544 -822 94 611
599618639333845632 -819 96 611
599618639343726720 -818 98 611
599618639353607680 -818 101 612
599618639363488768 -821 101 610
599618639373369730 -824 103 609
599618639383249024 -825 102 612
599618639393128320 -826 104 607
599618639403007744 -824 105 608
599618639412887040 -825 105 610
599618639422766464 -826 104 610
599618639432645760 -824 105 611
599618639442525184 -828 105 606
599618639452404480 -829 105 606
599618639462283904 -826 103 608
599618639472163200 -826 103 608
599618639482042624 -823 103 608
599618639491921920 -822 100 610
599618639501801216 -824 97 611
599618639511680640 -823 98 612
599618639521559936 -823 97 612
599618639531439360 -823 97 613
599618639541318656 -824 96 611
599618639551198080 -824 95 611
599618639561077376 -823 96 609
599618639570956800 -824 97 607
599618639580836096 -824 99 609
599618639590715520 -825 101 609
599618639600594816 -824 98 609
599618639610474112 -826 98 610
599618639620353536 -825 99 608
599618639630232832 -824 98 608
599618639640112256 -824 96 608
599618639649991552 -822 97 609
599618639659870976 -822 97 610
599618639669750272 -824 98 609
599618639679629696 -824 98 610
599618639689508992 -825 101 611
599618639699388416 -823 101 610
599618639709267712 -825 102 611
599618639719147008 -823 101 610
599618639729026482 -822 99 610
599618639738902400 -824 97 607
599618639748778368 -825 100 610
599618639758654336 -823 99 609
599618639768530304 -824 98 608
599618639778406272 -823 100 609
599618639788282240 -824 100 608
599618639798158208 -823 101 608
599618639808034176 -823 100 608
599618639817910144 -822 101 607
599618639827786112 -825 100 606
599618639837662080 -825 100 606
599618639847538048 -824 101 608
599618639857414016 -824 100 608
599618639867289984 -824 100 605
599618639877165952 -823 97 605
599618639887041920 -824 98 606
599618639896917760 -824 99 609
599618639906793728 -827 100 611
599618639916669696 -828 98 607
599618639926545664 -829 97 605
599618639936421632 -828 97 605
599618639946297600 -823 96 610
599618639956173568 -818 96 613
599618639966049536 -817 97 614
599618639975925504 -822 96 614
599618639985801472 -828 98 609
599618639995677440 -829 98 605
599618640005553408 -826 93 607
599618640015429376 -824 94 609
599618640025305344 -821 96 613
599618640035181312 -820 95 614
599618640045057280 -819 98 614
599618640054933248 -819 98 612
599618640064809216 -821 97 612
599618640074685184 -825 100 611
599618640084561178 -829 101 610
599618640094435456 -827 99 607
599618640104309760 -827 99 609
599618640114183936 -825 100 609
599618640124058240 -821 101 611
599618640133932544 -821 101 611
599618640143806848 -821 100 613
599618640153681024 -822 97 611
599618640163555328 -822 99 614
599618640173429632 -825 99 614
599618640183303936 -824 99 615
599618640193178112 -824 98 613
599618640203052416 -822 97 612
599618640212926720 -820 98 612
599618640222800896 -820 100 613
599618640232675200 -819 98 613
599618640242549504 -818 95 613
599618640252423808 -821 99 611
599618640262297984 -823 96 611
599618640272172288 -824 96 612
599618640282046592 -825 95 611
599618640291920896 -824 96 610
599618640301795072 -823 92 610
599618640311669376 -821 95 612
599618640321543680 -823 91 612
599618640331417856 -822 94 613
599618640341292160 -824 93 613
599618640351166464 -825 96 613
599618640361040768 -825 94 613
599618640370914944 -824 92 612
599618640380789248 -824 94 610
599618640390663552 -823 94 609
599618640400537728 -823 91 610
599618640410412032 -823 93 614
599618640420286336 -822 94 612
599618640430160640 -823 91 614
599618640440034858 -823 96 612
599618640449909888 -821 97 611
599618640459784960 -821 97 611
599618640469660160 -821 99 612
599618640479535232 -824 98 611
599618640489410304 -824 100 611
599618640499285504 -825 101 611
599618640509160576 -825 101 613
599618640519035648 -824 100 611
599618640528910848 -822 101 610
599618640538785920 -822 99 612
599618640548660992 -821 97 613
599618640558536192 -821 97 612
599618640568411264 -821 97 611
599618640578286464 -823 99 611
599618640588161536 -822 99 611
599618640598036608 -823 97 613
599618640607911808 -824 97 612
599618640617786880 -826 101 611
599618640627661952 -825 97 610
599618640637537152 -827 99 609
599618640647412224 -827 100 610
599618640657287296 -826 99 610
599618640667162496 -825 98 610
599618640677037568 -824 97 609
599618640686912640 -824 96 609
599618640696787840 -821 94 609
599618640706662912 -824 93 610
599618640716537984 -827 95 612
599618640726413184 -828 94 609
599618640736288256 -829 97 607
599618640746163328 -828 96 603
599618640756038528 -824 93 604
599618640765913600 -821 91 608
599618640775788672 -818 90 613
599618640785663872 -822 93 614
599618640795539050 -824 98 613
599618640805410816 -829 96 611
599618640815282560 -829 94 610
599618640825154304 -828 96 606
599618640835026048 -830 96 607
599618640844897664 -825 97 610
599618640854769408 -823 98 610
599618640864641152 -819 97 610
599618640874512896 -820 96 610
599618640884384640 -822 93 611
599618640894256384 -825 96 609
599618640904128128 -827 94 610
599618640913999744 -829 97 611
599618640923871488 -827 97 610
599618640933743232 -827 99 610
599618640943614976 -825 97 611
599618640953486720 -824 97 609
599618640963358464 -824 96 609
599618640973230080 -822 94 611
599618640983101824 -824 93 610
599618640992973568 -824 92 611
599618641002845312 -825 94 613
599618641012717056 -825 96 611
599618641022588800 -824 96 612
599618641032460544 -825 99 613
599618641042332160 -825 98 610
599618641052203904 -824 97 611
599618641062075648 -824 97 612
599618641071947392 -824 96 611
599618641081819136 -826 95 610
599618641091690880 -827 94 609
599618641101562624 -826 95 610
599618641111434240 -827 93 609
599618641121305984 -826 95 607
599618641131177728 -826 94 607
599618641141049472 -826 94 610
599618641150921156 -827 90 609
599618641160795520 -824 91 611
599618641170669824 -826 91 612
599618641180544000 -828 91 612
599618641190418304 -827 94 609
599618641200292608 -826 96 609
599618641210166912 -828 97 610
599618641220041088 -826 97 607
599618641229915392 -825 96 610
599618641239789696 -825 96 609
599618641249663872 -826 93 608
599618641259538176 -826 96 609
599618641269412480 -826 100 609
599618641279286784 -823 98 608
599618641289160960 -824 98 607
599618641299035264 -827 98 608
599618641308909568 -825 98 608
599618641318783872 -829 95 608
599618641328658048 -828 97 607
599618641338532352 -829 95 607
599618641348406656 -828 96 607
599618641358280832 -829 93 607
599618641368155136 -828 93 606
599618641378029440 -826 93 608
599618641387903744 -826 92 607
599618641397777920 -827 94 607
599618641407652224 -826 98 609
599618641417526528 -827 96 608
599618641427400704 -827 99 608
599618641437275008 -826 97 607
599618641447149312 -827 95 609
599618641457023616 -829 96 607
599618641466897792 -827 96 607
599618641476772096 -828 94 608
599618641486646400 -828 93 610
599618641496520704 -828 95 607
599618641506394814 -827 94 608
599618641516270720 -830 96 608
599618641526146688 -829 98 606
599618641536022656 -827 94 608
599618641545898624 -827 95 605
599618641555774592 -826 97 608
599618641565650560 -824 95 607
599618641575526528 -826 93 608
599618641585402496 -827 95 609
599618641595278464 -829 95 611
599618641605154432 -832 99 610
599618641615030400 -833 95 609
599618641624906368 -829 91 607
599618641634782336 -826 91 603
599618641644658304 -825 88 609
599618641654534272 -822 87 613
599618641664410112 -824 93 611
599618641674286080 -827 98 608
599618641684162048 -831 98 606
599618641694038016 -834 98 603
