TIMESTAMP X(mg) Y(mg) Z(mg)
599616212183676032 -1012 260 334
599616212188602170 -1006 256 334
599616212193527424 -997 254 335
599616212198452736 -985 250 334
599616212203377920 -975 247 333
599616212208303232 -966 245 330
599616212213228544 -959 242 325
599616212218153728 -947 242 326
599616212223079040 -934 245 321
599616212228004352 -929 246 319
599616212232929536 -923 248 318
599616212237854848 -918 250 316
599616212242780032 -920 248 319
599616212247705344 -917 250 318
599616212252630656 -916 250 317
599616212257555840 -916 253 320
599616212262481152 -916 254 323
599616212267406464 -914 254 324
599616212272331648 -918 257 329
599616212277256960 -914 262 331
599616212282182272 -918 262 333
599616212287107456 -921 269 338
599616212292032768 -929 272 334
599616212296958080 -940 275 336
599616212301883264 -947 277 337
599616212306808576 -954 273 335
599616212311733888 -959 270 334
599616212316659072 -967 258 330
599616212321584384 -969 252 330
599616212326509568 -979 244 326
599616212331434880 -983 238 324
599616212336360192 -988 234 322
599616212341285376 -991 232 323
599616212346210688 -997 227 323
599616212351136000 -1000 221 324
599616212356061184 -1000 216 323
599616212360986496 -1005 215 319
599616212365911776 -1004 214 326
599616212370839680 -1006 204 329
599616212375767552 -1006 202 327
599616212380695296 -1005 204 325
599616212385623168 -1002 202 324
599616212390550912 -997 199 325
599616212395478784 -995 195 320
599616212400406528 -987 195 324
599616212405334400 -981 197 330
599616212410262144 -976 196 329
599616212415190016 -973 194 329
599616212420117760 -968 194 334
599616212425045632 -967 194 333
599616212429973376 -966 193 336
599616212434901248 -964 196 335
599616212439828992 -962 195 335
599616212444756864 -959 195 343
599616212449684608 -960 195 338
599616212454612480 -958 194 342
599616212459540224 -958 200 341
599616212464468096 -959 201 342
599616212469395840 -959 198 338
599616212474323712 -962 199 336
599616212479251456 -961 204 336
599616212484179328 -960 196 330
599616212489107072 -965 198 328
599616212494034944 -962 197 331
599616212498962688 -963 197 333
599616212503890560 -963 197 331
599616212508818304 -966 198 326
599616212513746176 -964 195 321
599616212518673920 -965 201 319
599616212523601792 -964 200 317
599616212528529536 -965 200 315
599616212533457408 -966 196 313
599616212538385152 -966 194 311
599616212543312904 -966 193 312
599616212548240768 -964 190 322
599616212553168640 -966 190 323
599616212558096384 -965 185 322
599616212563024256 -967 185 326
599616212567952000 -967 187 334
599616212572879872 -970 183 340
599616212577807616 -970 182 332
599616212582735488 -973 179 322
599616212587663232 -973 175 320
599616212592591104 -973 177 316
599616212597518848 -971 176 316
599616212602446720 -969 177 324
599616212607374464 -967 174 328
599616212612302336 -962 174 339
599616212617230080 -958 177 348
599616212622157952 -955 180 356
599616212627085696 -963 180 357
599616212632013568 -962 186 356
599616212636941312 -964 191 350
599616212641869184 -966 189 341
599616212646796928 -965 192 339
599616212651724800 -964 192 343
599616212656652544 -964 190 341
599616212661580416 -960 188 346
599616212666508160 -959 187 350
599616212671436032 -964 193 349
599616212676363776 -957 192 354
599616212681291648 -959 198 354
599616212686219392 -963 197 352
599616212691147264 -960 196 350
599616212696075008 -963 193 356
599616212701002880 -959 193 346
599616212705930624 -957 194 347
599616212710858496 -959 191 342
599616212715786240 -958 193 339
599616212720714038 -962 190 345
599616212725643520 -964 185 352
599616212730573056 -964 188 354
599616212735502592 -966 187 353
599616212740432000 -967 188 353
599616212745361536 -967 184 357
599616212750291072 -967 186 352
599616212755220608 -968 182 355
599616212760150016 -966 180 360
599616212765079552 -967 186 357
599616212770009088 -964 186 359
599616212774938624 -964 188 359
599616212779868032 -964 189 360
599616212784797568 -963 183 364
599616212789727104 -962 185 365
599616212794656640 -959 188 363
599616212799586048 -962 188 367
599616212804515584 -962 191 365
599616212809445120 -960 193 368
599616212814374656 -957 186 368
599616212819304064 -959 187 369
599616212824233600 -962 187 368
599616212829163136 -963 190 363
599616212834092672 -965 187 365
599616212839022080 -965 189 364
599616212843951616 -967 189 364
599616212848881152 -967 188 364
599616212853810688 -969 189 363
599616212858740096 -969 190 364
599616212863669632 -967 192 368
599616212868599168 -965 195 369
599616212873528704 -961 195 373
599616212878458112 -960 198 374
599616212883387648 -953 195 372
599616212888317184 -947 201 375
599616212893246720 -941 198 375
599616212898176192 -937 199 376
599616212903104128 -939 194 377
599616212908032000 -935 192 372
599616212912959744 -937 195 372
599616212917887616 -936 194 370
599616212922815360 -938 197 365
599616212927743232 -938 196 367
599616212932670976 -940 198 364
599616212937598848 -940 200 368
599616212942526592 -942 204 369
599616212947454464 -944 204 371
599616212952382208 -943 207 371
599616212957310080 -947 206 371
599616212962237824 -949 207 372
599616212967165696 -949 207 371
599616212972093440 -947 210 374
599616212977021312 -950 211 373
599616212981949056 -952 213 375
599616212986876928 -952 214 376
599616212991804672 -950 214 378
599616212996732544 -946 219 380
599616213001660288 -947 222 380
599616213006588160 -940 223 383
599616213011515904 -942 225 386
599616213016443776 -937 227 385
599616213021371520 -933 224 390
599616213026299392 -928 221 391
599616213031227136 -924 221 389
599616213036155008 -921 214 388
599616213041082752 -921 216 391
599616213046010624 -924 209 393
599616213050938368 -923 208 398
599616213055866240 -922 208 400
599616213060793984 -922 207 408
599616213065721856 -922 208 420
599616213070649600 -927 211 423
599616213075577342 -924 215 427
599616213080506880 -930 210 425
599616213085436416 -930 215 425
599616213090365952 -931 221 416
599616213095295360 -935 227 403
599616213100224896 -935 232 395
599616213105154432 -941 233 382
599616213110083968 -939 233 375
599616213115013376 -938 227 376
599616213119942912 -939 222 368
599616213124872448 -938 214 363
599616213129801984 -935 209 350
599616213134731392 -935 202 338
599616213139660928 -928 195 326
599616213144590464 -922 189 318
599616213149520000 -916 186 307
599616213154449408 -914 179 301
599616213159378944 -910 176 289
599616213164308480 -909 174 280
599616213169238016 -909 173 274
599616213174167424 -907 171 268
599616213179096960 -906 171 263
599616213184026496 -905 167 261
599616213188956032 -900 167 261
599616213193885440 -898 163 259
599616213198814976 -893 164 248
599616213203744512 -888 161 245
599616213208674048 -883 166 243
599616213213603456 -875 161 240
599616213218532992 -868 165 236
599616213223462528 -869 163 236
599616213228392064 -865 163 233
599616213233321472 -866 166 232
599616213238251008 -861 162 227
599616213243180544 -856 159 228
599616213248110080 -848 159 228
599616213253039496 -842 152 227
599616213257967360 -834 154 225
599616213262895232 -829 154 228
599616213267822976 -829 152 233
599616213272750848 -833 147 234
599616213277678592 -838 148 238
599616213282606464 -862 146 239
599616213287534208 -881 140 240
599616213292462080 -903 134 239
599616213297389824 -911 130 241
599616213302317696 -934 138 238
599616213307245440 -959 135 239
599616213312173312 -975 143 233
599616213317101056 -993 147 230
599616213322028928 -1005 153 221
599616213326956672 -1014 151 216
599616213331884544 -1017 149 214
599616213336812288 -1016 147 205
599616213341740160 -1016 146 191
599616213346667904 -1017 145 172
599616213351595776 -1021 146 145
599616213356523520 -1034 148 124
599616213361451392 -1053 155 102
599616213366379136 -1070 160 72
599616213371307008 -1085 151 39
599616213376234752 -1101 144 5
599616213381162624 -1122 135 -18
599616213386090368 -1130 121 -43
599616213391018240 -1140 112 -66
599616213395945984 -1142 110 -100
599616213400873856 -1147 108 -119
599616213405801600 -1150 108 -139
599616213410729472 -1149 109 -154
599616213415657216 -1149 112 -157
599616213420585088 -1142 119 -160
599616213425512832 -1132 124 -166
599616213430440646 -1099 121 -176
599616213435367680 -1074 119 -187
599616213440294656 -1038 112 -194
599616213445221632 -1017 108 -198
599616213450148608 -1000 102 -206
599616213455075584 -978 82 -224
599616213460002432 -964 59 -233
599616213464929408 -952 42 -232
599616213469856384 -933 13 -230
599616213474783360 -934 2 -208
599616213479710336 -932 -5 -195
599616213484637312 -931 -13 -185
599616213489564288 -929 -21 -180
599616213494491264 -927 -21 -182
599616213499418240 -927 -24 -191
599616213504345088 -929 -25 -201
599616213509272064 -930 -27 -216
599616213514199040 -948 -24 -231
599616213519126016 -960 -22 -243
599616213524052992 -971 -21 -256
599616213528979968 -988 -16 -265
599616213533906944 -1006 -8 -280
599616213538833920 -1016 1 -296
599616213543760768 -1023 11 -313
599616213548687744 -1031 34 -331
599616213553614720 -1044 49 -365
599616213558541696 -1042 62 -379
599616213563468672 -1043 71 -390
599616213568395648 -1028 80 -392
599616213573322624 -1021 89 -399
599616213578249600 -1020 92 -399
599616213583176576 -1016 89 -398
599616213588103424 -1016 89 -391
599616213593030400 -1016 83 -391
599616213597957376 -1018 77 -388
599616213602884352 -1027 75 -388
599616213607811252 -1043 75 -389
599616213612739840 -1064 71 -394
599616213617668480 -1077 64 -408
599616213622597120 -1086 56 -417
599616213627525760 -1098 50 -430
599616213632454528 -1102 45 -429
599616213637383168 -1103 40 -428
599616213642311808 -1096 27 -426
599616213647240448 -1088 19 -408
599616213652169088 -1081 18 -396
599616213657097728 -1075 22 -387
599616213662026368 -1063 27 -375
599616213666955136 -1049 25 -359
599616213671883776 -1035 32 -365
599616213676812416 -1025 40 -369
599616213681741056 -1021 44 -369
599616213686669696 -1019 50 -375
599616213691598336 -1020 59 -385
599616213696526976 -1024 64 -392
599616213701455616 -1033 66 -405
599616213706384384 -1042 64 -421
599616213711313024 -1056 64 -431
599616213716241664 -1064 59 -438
599616213721170304 -1075 59 -444
599616213726098944 -1077 58 -438
599616213731027584 -1077 54 -427
599616213735956224 -1075 53 -407
599616213740884992 -1070 53 -394
599616213745813632 -1060 49 -384
599616213750742272 -1051 47 -373
599616213755670912 -1043 51 -357
599616213760599552 -1037 48 -340
599616213765528192 -1030 52 -327
599616213770456832 -1024 51 -316
599616213775385600 -1026 52 -312
599616213780314240 -1027 52 -312
599616213785242924 -1029 52 -311
599616213790172416 -1039 46 -323
599616213795101952 -1040 47 -338
599616213800031488 -1047 45 -349
599616213804960896 -1054 45 -361
599616213809890432 -1057 42 -370
599616213814819968 -1058 43 -371
599616213819749376 -1058 42 -366
599616213824678912 -1057 42 -363
599616213829608448 -1053 42 -349
599616213834537984 -1048 41 -335
599616213839467520 -1048 43 -321
599616213844396928 -1042 44 -312
599616213849326464 -1033 46 -304
599616213854256000 -1027 46 -295
599616213859185408 -1022 46 -287
599616213864114944 -1018 46 -283
599616213869044480 -1016 49 -275
599616213873974016 -1013 45 -268
599616213878903552 -1012 46 -258
599616213883832960 -1010 44 -251
599616213888762496 -1008 45 -247
599616213893692032 -1006 42 -243
599616213898621440 -1004 46 -237
599616213903550976 -1002 46 -240
599616213908480512 -1001 49 -237
599616213913410048 -1002 48 -225
599616213918339584 -1002 54 -222
599616213923268992 -1005 54 -217
599616213928198528 -1008 56 -213
599616213933128064 -1010 56 -208
599616213938057472 -1011 58 -208
599616213942987008 -1012 61 -206
599616213947916544 -1012 57 -203
599616213952846080 -1014 56 -197
599616213957775616 -1015 55 -186
599616213962705068 -1014 51 -179
599616213967633664 -1015 46 -171
599616213972562304 -1017 46 -157
599616213977490944 -1018 43 -147
599616213982419584 -1023 34 -135
599616213987348352 -1028 35 -128
599616213992276992 -1037 33 -126
599616213997205632 -1050 33 -120
599616214002134272 -1059 32 -116
599616214007062912 -1067 32 -110
599616214011991552 -1068 31 -98
599616214016920192 -1070 33 -88
599616214021848960 -1069 28 -66
599616214026777600 -1065 29 -50
599616214031706240 -1062 28 -40
599616214036634880 -1054 24 -25
599616214041563520 -1049 21 -13
599616214046492160 -1040 19 -2
599616214051420800 -1031 14 17
599616214056349440 -1025 14 37
599616214061278208 -1020 13 51
599616214066206848 -1018 15 63
599616214071135488 -1015 14 76
599616214076064128 -1014 14 89
599616214080992768 -1013 12 97
599616214085921408 -1012 16 104
599616214090850048 -1011 18 109
599616214095778816 -1008 24 115
599616214100707456 -1004 28 115
599616214105636096 -998 25 124
599616214110564736 -989 29 130
599616214115493376 -980 28 147
599616214120422016 -968 31 172
599616214125350656 -963 31 193
599616214130279424 -951 33 210
599616214135208064 -936 32 227
599616214140136746 -925 34 237
599616214145065344 -920 37 254
599616214149993984 -913 42 267
599616214154922624 -910 42 293
599616214159851264 -909 42 312
599616214164780032 -908 38 331
599616214169708672 -911 35 341
599616214174637312 -910 35 345
599616214179565952 -918 39 340
599616214184494592 -927 39 335
599616214189423232 -940 34 332
599616214194351872 -953 28 336
599616214199280512 -963 20 332
599616214204209280 -969 17 325
599616214209137920 -974 14 320
599616214214066560 -973 16 308
599616214218995200 -973 16 309
599616214223923840 -968 19 309
599616214228852480 -961 19 313
599616214233781120 -950 23 317
599616214238709888 -938 25 319
599616214243638528 -922 30 337
599616214248567168 -911 28 352
599616214253495808 -907 27 366
599616214258424448 -905 25 378
599616214263353088 -897 27 385
599616214268281728 -889 21 399
599616214273210368 -876 22 413
599616214278139136 -872 19 424
599616214283067776 -867 15 437
599616214287996416 -867 14 445
599616214292925056 -871 14 451
599616214297853696 -875 14 458
599616214302782336 -867 13 457
599616214307710976 -860 14 455
599616214312639744 -852 17 462
599616214317568398 -843 18 466
599616214322498688 -840 18 471
599616214327428992 -836 15 479
599616214332359424 -835 19 482
599616214337289728 -841 20 484
599616214342220032 -844 22 483
599616214347150464 -849 18 485
599616214352080768 -850 14 485
599616214357011200 -861 11 485
599616214361941504 -865 6 484
599616214366871808 -868 7 481
599616214371802240 -870 1 481
599616214376732544 -873 -4 484
599616214381662976 -868 -5 491
599616214386593280 -873 -6 497
599616214391523584 -874 -10 513
599616214396454016 -877 -13 529
599616214401384320 -878 -13 538
599616214406314624 -881 -14 545
599616214411245056 -883 -11 544
599616214416175360 -884 -7 544
599616214421105664 -881 -2 540
599616214426036096 -876 1 540
599616214430966400 -875 6 534
599616214435896832 -866 12 535
599616214440827136 -858 22 544
599616214445757440 -851 34 554
599616214450687872 -842 40 569
599616214455618176 -834 40 587
599616214460548608 -833 38 605
599616214465478912 -834 34 616
599616214470409216 -840 34 622
599616214475339648 -851 28 625
599616214480269952 -867 22 627
599616214485200256 -886 11 626
599616214490130688 -895 4 616
599616214495061070 -899 1 608
599616214499993984 -899 3 599
599616214504926848 -901 -3 583
599616214509859712 -900 -2 568
599616214514792704 -899 -3 562
599616214519725568 -896 -6 557
599616214524658432 -898 -9 550
599616214529591296 -898 -13 540
599616214534524288 -904 -19 536
599616214539457152 -907 -25 531
599616214544390016 -907 -27 531
599616214549322880 -910 -31 528
599616214554255872 -911 -33 527
599616214559188736 -914 -38 515
599616214564121600 -912 -36 506
599616214569054464 -912 -40 499
599616214573987456 -909 -47 491
599616214578920320 -907 -49 487
599616214583853184 -906 -55 486
599616214588786048 -905 -57 479
599616214593719040 -904 -60 476
599616214598651904 -900 -58 476
599616214603584768 -900 -59 473
599616214608517632 -898 -61 475
599616214613450624 -896 -64 473
599616214618383488 -890 -64 475
599616214623316352 -887 -61 480
599616214628249216 -884 -61 484
599616214633182208 -886 -58 489
599616214638115072 -889 -56 495
599616214643047936 -894 -52 499
599616214647980800 -901 -42 506
599616214652913792 -904 -30 514
599616214657846656 -907 -23 519
599616214662779520 -908 -16 509
599616214667712384 -910 -12 507
599616214672645306 -910 -10 501
599616214677577344 -912 -11 498
599616214682509440 -908 -7 496
599616214687441408 -908 -5 495
599616214692373504 -908 0 494
599616214697305472 -908 0 495
599616214702237568 -906 -4 494
599616214707169664 -906 -4 496
599616214712101632 -906 -5 496
599616214717033728 -906 -6 496
599616214721965824 -904 -7 500
599616214726897792 -902 -9 502
599616214731829888 -898 -11 505
599616214736761856 -893 -10 508
599616214741693952 -891 -11 513
599616214746626048 -891 -10 520
599616214751558016 -890 -11 524
599616214756490112 -890 -17 526
599616214761422208 -896 -18 532
599616214766354176 -894 -18 537
599616214771286272 -898 -19 543
599616214776218240 -898 -15 544
599616214781150336 -903 -14 546
599616214786082432 -904 -11 549
599616214791014400 -905 -11 550
599616214795946496 -907 -10 550
599616214800878592 -909 -9 542
599616214805810560 -909 -11 536
599616214810742656 -911 -16 527
599616214815674624 -910 -21 519
599616214820606720 -910 -29 509
599616214825538816 -911 -34 502
599616214830470784 -908 -45 499
599616214835402880 -906 -48 497
599616214840334976 -905 -51 497
599616214845266944 -904 -55 495
599616214850199020 -907 -55 498
599616214855130240 -908 -51 497
599616214860061440 -909 -42 493
599616214864992640 -911 -35 491
599616214869923840 -913 -26 487
599616214874855040 -916 -17 489
599616214879786240 -913 -12 486
599616214884717440 -912 -11 490
599616214889648640 -911 -8 491
599616214894579840 -909 -4 494
599616214899511040 -906 0 499
599616214904442240 -903 3 502
599616214909373440 -902 10 504
599616214914304640 -896 13 509
599616214919235840 -894 13 508
599616214924167040 -891 10 508
599616214929098240 -888 13 508
599616214934029440 -871 19 508
599616214938960640 -857 27 502
599616214943891840 -848 37 503
599616214948823040 -844 45 502
599616214953754240 -852 50 502
599616214958685440 -867 44 501
599616214963616640 -881 42 500
599616214968547840 -893 29 502
599616214973479040 -903 7 509
599616214978410240 -907 -10 525
599616214983341440 -908 -38 545
599616214988272640 -909 -54 557
599616214993203840 -907 -66 563
599616214998135040 -906 -72 550
599616215003066240 -906 -68 525
599616215007997440 -907 -53 512
599616215012928640 -905 -25 510
599616215017859840 -909 -5 507
599616215022791040 -925 9 499
599616215027722252 -964 25 484
599616215032650880 -998 37 473
599616215037579520 -1019 44 462
599616215042508160 -1040 44 452
599616215047436800 -1069 37 450
599616215052365568 -1081 20 434
599616215057294208 -1082 0 421
599616215062222848 -1074 -19 402
599616215067151488 -1046 -52 395
599616215072080128 -1018 -63 400
599616215077008768 -999 -72 412
599616215081937408 -972 -88 421
599616215086866048 -945 -88 423
599616215091794816 -917 -94 428
599616215096723456 -908 -97 430
599616215101652096 -906 -97 436
599616215106580736 -905 -101 439
599616215111509376 -906 -91 438
599616215116438016 -909 -85 439
599616215121366656 -915 -73 436
599616215126295424 -923 -64 422
599616215131224064 -934 -54 412
599616215136152704 -940 -42 395
599616215141081344 -939 -34 384
599616215146009984 -932 -28 375
599616215150938624 -921 -20 371
599616215155867264 -914 -12 370
599616215160795904 -907 -6 374
599616215165724672 -901 -1 377
599616215170653312 -895 3 378
599616215175581952 -892 5 384
599616215180510592 -887 1 386
599616215185439232 -890 -2 383
599616215190367872 -896 -8 376
599616215195296512 -903 -21 371
599616215200225280 -907 -32 370
599616215205153910 -913 -39 371
599616215210082560 -937 -47 365
599616215215011200 -957 -59 368
599616215219939840 -972 -68 354
599616215224868480 -994 -76 339
599616215229797248 -1009 -90 328
599616215234725888 -1015 -114 331
599616215239654528 -1019 -122 343
599616215244583168 -1024 -130 359
599616215249511808 -1027 -141 368
599616215254440448 -1028 -153 374
599616215259369088 -1023 -148 384
599616215264297728 -1020 -143 390
599616215269226496 -1016 -133 404
599616215274155136 -1012 -128 414
599616215279083776 -1000 -123 421
599616215284012416 -990 -118 417
599616215288941056 -975 -119 402
599616215293869696 -970 -122 385
599616215298798336 -968 -133 375
599616215303727104 -967 -159 365
599616215308655744 -962 -192 363
599616215313584384 -957 -212 361
599616215318513024 -957 -238 367
599616215323441664 -945 -249 369
599616215328370304 -936 -261 377
599616215333298944 -919 -291 384
599616215338227584 -908 -313 394
599616215343156352 -899 -337 404
599616215348084992 -879 -354 418
599616215353013632 -858 -370 418
599616215357942272 -847 -378 408
599616215362870912 -844 -382 395
599616215367799552 -839 -388 389
599616215372728192 -843 -387 380
599616215377656960 -844 -390 375
599616215382585562 -853 -390 359
599616215387512576 -859 -393 332
599616215392439552 -875 -393 308
599616215397366528 -877 -397 294
599616215402293504 -884 -398 285
599616215407220480 -880 -395 284
599616215412147328 -880 -394 282
599616215417074304 -882 -392 277
599616215422001280 -880 -388 266
599616215426928256 -885 -386 253
599616215431855232 -887 -380 248
599616215436782208 -884 -374 249
599616215441709184 -885 -371 257
599616215446636160 -885 -368 270
599616215451563008 -886 -370 291
599616215456489984 -887 -370 302
599616215461416960 -885 -369 309
599616215466343936 -886 -377 311
599616215471270912 -888 -382 297
599616215476197888 -891 -386 291
599616215481124864 -893 -391 281
599616215486051840 -900 -395 271
599616215490978816 -901 -401 256
599616215495905664 -904 -414 245
599616215500832640 -907 -427 239
599616215505759616 -911 -434 231
599616215510686592 -917 -439 223
599616215515613568 -920 -444 216
599616215520540544 -923 -449 210
599616215525467520 -926 -447 213
599616215530394496 -920 -450 217
599616215535321344 -924 -451 223
599616215540248320 -930 -452 227
599616215545175296 -937 -455 234
599616215550102272 -934 -459 240
599616215555029248 -933 -464 239
599616215559956158 -924 -469 235
599616215564881408 -926 -475 233
599616215569806720 -924 -478 216
599616215574731904 -927 -483 199
599616215579657216 -928 -483 177
599616215584582528 -933 -480 153
599616215589507712 -937 -482 133
599616215594433024 -933 -480 124
599616215599358336 -933 -484 127
599616215604283520 -934 -484 133
599616215609208832 -931 -486 136
599616215614134016 -939 -486 130
599616215619059328 -947 -477 126
599616215623984640 -952 -480 122
599616215628909824 -959 -480 122
599616215633835136 -963 -491 123
599616215638760448 -961 -491 124
599616215643685632 -957 -494 126
599616215648610944 -957 -495 121
599616215653536256 -959 -499 118
599616215658461440 -959 -498 108
599616215663386752 -960 -498 101
599616215668312064 -965 -496 89
599616215673237248 -964 -496 78
599616215678162560 -966 -492 64
599616215683087744 -967 -490 60
599616215688013056 -965 -486 47
599616215692938368 -957 -482 54
599616215697863552 -958 -479 56
599616215702788864 -952 -469 55
599616215707714176 -948 -468 54
599616215712639360 -944 -470 57
599616215717564672 -946 -467 57
599616215722489984 -944 -469 69
599616215727415168 -944 -470 80
599616215732340480 -945 -469 86
599616215737265754 -942 -469 92
599616215742191872 -947 -467 82
599616215747117952 -951 -468 83
599616215752044160 -952 -468 78
599616215756970240 -960 -464 72
599616215761896320 -960 -464 57
599616215766822400 -961 -463 55
599616215771748608 -962 -468 43
599616215776674688 -960 -467 37
599616215781600768 -956 -473 31
599616215786526848 -956 -474 27
599616215791453056 -952 -477 24
599616215796379136 -954 -476 32
599616215801305216 -954 -474 36
599616215806231296 -956 -472 39
599616215811157504 -955 -470 40
599616215816083584 -957 -471 44
599616215821009664 -956 -468 47
599616215825935744 -953 -468 58
599616215830861952 -954 -464 65
599616215835788032 -949 -462 76
599616215840714112 -948 -468 71
599616215845640192 -948 -471 71
599616215850566400 -952 -471 74
599616215855492480 -955 -477 80
599616215860418560 -954 -480 79
599616215865344640 -958 -485 70
599616215870270848 -962 -489 64
599616215875196928 -961 -489 58
599616215880123008 -962 -491 55
599616215885049216 -960 -493 55
599616215889975296 -960 -488 55
599616215894901376 -957 -487 61
599616215899827456 -952 -489 62
599616215904753664 -948 -483 78
599616215909679744 -950 -474 83
599616215914605826 -952 -471 88
599616215919531904 -950 -463 99
599616215924457984 -953 -458 102
599616215929384192 -952 -454 106
599616215934310272 -957 -450 111
599616215939236352 -956 -438 113
599616215944162432 -959 -428 114
599616215949088640 -963 -421 119
599616215954014720 -960 -422 120
599616215958940800 -959 -417 121
599616215963866880 -955 -418 118
599616215968793088 -955 -424 117
599616215973719168 -948 -421 117
599616215978645248 -952 -423 117
599616215983571328 -953 -419 121
599616215988497536 -949 -416 120
599616215993423616 -951 -412 118
599616215998349696 -951 -409 123
599616216003275776 -953 -404 124
599616216008201984 -954 -400 129
599616216013128064 -952 -395 133
599616216018054144 -949 -391 140
599616216022980352 -947 -388 140
599616216027906432 -948 -384 148
599616216032832512 -946 -374 150
599616216037758592 -947 -368 165
599616216042684800 -946 -353 174
599616216047610880 -943 -349 173
599616216052536960 -938 -345 178
599616216057463040 -945 -333 178
599616216062389248 -942 -324 181
599616216067315328 -948 -320 178
599616216072241408 -948 -317 175
599616216077167488 -947 -314 173
599616216082093696 -949 -314 168
599616216087019776 -951 -313 171
599616216091945924 -956 -308 179
599616216096873856 -957 -302 182
599616216101801728 -965 -299 193
599616216106729472 -966 -293 201
599616216111657344 -970 -288 214
599616216116585088 -972 -278 218
599616216121512960 -979 -265 219
599616216126440704 -981 -255 218
599616216131368576 -989 -250 220
599616216136296320 -994 -248 220
599616216141224192 -998 -242 223
599616216146151936 -1001 -239 227
599616216151079808 -1002 -228 229
599616216156007552 -1005 -223 231
599616216160935424 -1006 -213 237
599616216165863168 -1008 -207 247
599616216170791040 -1010 -197 259
599616216175718784 -1012 -189 272
599616216180646656 -1013 -180 284
599616216185574400 -1016 -160 297
599616216190502272 -1016 -141 298
599616216195430016 -1021 -129 307
599616216200357888 -1028 -121 306
599616216205285632 -1039 -114 313
599616216210213504 -1051 -88 313
599616216215141248 -1060 -67 316
599616216220069120 -1064 -53 322
599616216224996864 -1065 -43 327
599616216229924736 -1057 -31 324
599616216234852480 -1041 -16 337
599616216239780352 -1025 -5 347
599616216244708096 -1016 6 361
599616216249635968 -1008 16 369
599616216254563712 -1002 32 372
599616216259491584 -992 36 375
599616216264419328 -985 46 367
599616216269347078 -985 51 360
599616216274277376 -984 61 351
599616216279207680 -979 79 338
599616216284138112 -976 84 329
599616216289068416 -969 79 333
599616216293998848 -961 66 348
