TIMESTAMP X(mg) Y(mg) Z(mg)
599616216298929152 -947 66 354
599616216303859456 -926 72 361
599616216308789888 -910 78 375
599616216313720192 -904 92 393
599616216318650496 -897 98 430
599616216323580928 -893 104 458
599616216328511232 -893 101 479
599616216333441664 -898 106 489
599616216338371968 -904 107 492
599616216343302272 -908 108 493
599616216348232704 -919 109 496
599616216353163008 -942 108 497
599616216358093312 -965 107 494
599616216363023744 -976 106 488
599616216367954048 -990 107 479
599616216372884480 -1002 109 463
599616216377814784 -999 112 446
599616216382745088 -993 115 428
599616216387675520 -978 119 407
599616216392605824 -965 125 394
599616216397536128 -948 145 394
599616216402466560 -927 155 399
599616216407396864 -913 156 405
599616216412327296 -904 161 413
599616216417257600 -892 162 427
599616216422187904 -877 161 437
599616216427118336 -864 161 455
599616216432048640 -853 151 469
599616216436978944 -848 138 477
599616216441909376 -844 131 483
599616216446839760 -840 125 487
599616216451766784 -840 123 484
599616216456693760 -830 116 487
599616216461620736 -831 114 484
599616216466547712 -831 114 486
599616216471474688 -833 114 485
599616216476401536 -837 109 488
599616216481328512 -840 110 490
599616216486255488 -846 108 489
599616216491182464 -860 107 492
599616216496109440 -871 105 496
599616216501036416 -883 105 496
599616216505963392 -891 104 497
599616216510890368 -900 101 493
599616216515817344 -904 97 488
599616216520744192 -905 95 483
599616216525671168 -905 96 479
599616216530598144 -907 99 476
599616216535525120 -909 94 476
599616216540452096 -909 90 465
599616216545379072 -913 92 464
599616216550306048 -918 94 466
599616216555233024 -927 93 464
599616216560159872 -936 93 465
599616216565086848 -945 92 471
599616216570013824 -955 94 475
599616216574940800 -962 99 478
599616216579867776 -966 103 481
599616216584794752 -970 103 479
599616216589721728 -970 106 481
599616216594648704 -969 106 476
599616216599575680 -964 107 468
599616216604502528 -956 107 454
599616216609429504 -952 108 437
599616216614356480 -953 108 430
599616216619283456 -957 108 424
599616216624210372 -969 105 431
599616216629136512 -977 100 436
599616216634062592 -994 97 445
599616216638988800 -1006 100 443
599616216643914880 -1009 96 446
599616216648840960 -1012 92 447
599616216653767040 -1014 78 448
599616216658693248 -1013 66 446
599616216663619328 -1009 54 445
599616216668545408 -998 44 437
599616216673471488 -985 34 436
599616216678397696 -974 20 438
599616216683323776 -967 11 438
599616216688249856 -959 5 441
599616216693175936 -951 -1 437
599616216698102144 -945 -5 431
599616216703028224 -950 -6 426
599616216707954304 -945 -4 427
599616216712880384 -937 -4 419
599616216717806592 -933 -1 409
599616216722732672 -927 4 395
599616216727658752 -925 10 386
599616216732584960 -919 18 383
599616216737511040 -915 24 375
599616216742437120 -913 28 368
599616216747363200 -912 26 363
599616216752289408 -911 33 364
599616216757215488 -913 36 364
599616216762141568 -913 28 369
599616216767067648 -916 20 371
599616216771993856 -923 12 374
599616216776919936 -922 5 380
599616216781846016 -931 1 382
599616216786772096 -931 -1 379
599616216791698304 -930 -3 383
599616216796624384 -925 -1 384
599616216801550460 -923 -2 394
599616216806476544 -922 -5 404
599616216811402624 -919 -1 412
599616216816328832 -919 8 419
599616216821254912 -923 18 418
599616216826180992 -929 27 417
599616216831107072 -932 41 408
599616216836033280 -946 52 412
599616216840959360 -955 74 399
599616216845885440 -965 88 399
599616216850811520 -968 99 404
599616216855737728 -971 105 417
599616216860663808 -970 111 431
599616216865589888 -972 114 443
599616216870515968 -968 122 446
599616216875442176 -967 130 452
599616216880368256 -958 143 452
599616216885294336 -938 155 453
599616216890220416 -921 165 457
599616216895146624 -910 162 461
599616216900072704 -901 164 474
599616216904998784 -897 170 479
599616216909924992 -893 175 483
599616216914851072 -893 183 479
599616216919777152 -898 192 475
599616216924703232 -905 197 460
599616216929629440 -907 205 443
599616216934555520 -910 217 429
599616216939481600 -914 224 414
599616216944407680 -913 227 396
599616216949333888 -914 231 385
599616216954259968 -912 233 382
599616216959186048 -909 238 380
599616216964112128 -904 251 382
599616216969038336 -898 270 383
599616216973964416 -888 293 394
599616216978890558 -875 309 406
599616216983815808 -856 338 425
599616216988741120 -839 364 445
599616216993666304 -825 378 461
599616216998591616 -813 392 480
599616217003516928 -801 408 490
599616217008442112 -792 419 501
599616217013367424 -789 427 512
599616217018292736 -791 435 519
599616217023217920 -789 437 513
599616217028143232 -790 442 512
599616217033068416 -792 447 504
599616217037993728 -796 453 501
599616217042919040 -800 462 506
599616217047844224 -797 462 508
599616217052769536 -798 469 515
599616217057694848 -805 476 516
599616217062620032 -807 480 525
599616217067545344 -815 483 527
599616217072470656 -821 483 526
599616217077395840 -828 481 513
599616217082321152 -829 481 505
599616217087246464 -828 473 496
599616217092171648 -831 461 493
599616217097096960 -834 441 494
599616217102022272 -841 437 497
599616217106947456 -851 431 490
599616217111872768 -853 422 487
599616217116797952 -860 425 480
599616217121723264 -857 422 469
599616217126648576 -847 430 466
599616217131573760 -841 432 460
599616217136499072 -834 440 452
599616217141424384 -830 447 453
599616217146349568 -825 443 446
599616217151274880 -820 438 439
599616217156200164 -810 437 440
599616217161125504 -802 426 440
599616217166050816 -794 414 436
599616217170976000 -791 409 435
599616217175901312 -787 402 444
599616217180826624 -788 393 448
599616217185751808 -786 388 460
599616217190677120 -788 384 468
599616217195602304 -794 386 472
599616217200527616 -805 397 471
599616217205452928 -821 406 468
599616217210378112 -829 425 468
599616217215303424 -833 440 456
599616217220228736 -839 451 447
599616217225153920 -844 462 441
599616217230079232 -850 473 438
599616217235004544 -852 473 435
599616217239929728 -864 470 430
599616217244855040 -873 469 433
599616217249780352 -884 452 424
599616217254705536 -896 442 423
599616217259630848 -901 437 426
599616217264556032 -903 434 437
599616217269481344 -901 445 442
599616217274406656 -902 419 435
599616217279331840 -900 413 427
599616217284257152 -897 400 427
599616217289182464 -878 412 430
599616217294107648 -877 408 432
599616217299032960 -868 408 429
599616217303958272 -862 404 426
599616217308883456 -859 405 418
599616217313808768 -849 404 410
599616217318734080 -842 413 407
599616217323659264 -839 418 400
599616217328584576 -834 426 396
599616217333509744 -830 432 392
599616217338436736 -830 438 410
599616217343363712 -827 443 419
599616217348290688 -829 440 435
599616217353217664 -828 439 447
599616217358144640 -832 439 447
599616217363071488 -839 440 444
599616217367998464 -852 441 442
599616217372925440 -852 441 438
599616217377852416 -854 442 435
599616217382779392 -855 447 436
599616217387706368 -854 444 437
599616217392633344 -846 447 447
599616217397560320 -838 445 454
599616217402487168 -836 442 462
599616217407414144 -833 441 462
599616217412341120 -836 446 466
599616217417268096 -831 446 465
599616217422195072 -833 448 465
599616217427122048 -834 444 465
599616217432049024 -833 443 469
599616217436976000 -836 446 466
599616217441902976 -833 446 463
599616217446829824 -836 452 454
599616217451756800 -838 457 455
599616217456683776 -837 457 448
599616217461610752 -837 465 452
599616217466537728 -836 465 447
599616217471464704 -837 473 447
599616217476391680 -835 477 440
599616217481318656 -830 480 441
599616217486245632 -829 480 446
599616217491172480 -823 480 447
599616217496099456 -824 482 452
599616217501026432 -826 479 453
599616217505953408 -828 479 451
599616217510880344 -828 477 455
599616217515806464 -833 470 462
599616217520732544 -833 468 464
599616217525658752 -834 463 471
599616217530584832 -836 459 473
599616217535510912 -837 456 480
599616217540436992 -836 447 479
599616217545363200 -834 442 483
599616217550289280 -832 438 488
599616217555215360 -828 433 491
599616217560141440 -828 425 492
599616217565067648 -832 424 493
599616217569993728 -835 415 491
599616217574919808 -836 408 491
599616217579845888 -843 401 486
599616217584772096 -850 402 483
599616217589698176 -855 395 481
599616217594624256 -864 389 482
599616217599550336 -873 384 482
599616217604476544 -879 379 479
599616217609402624 -883 378 478
599616217614328704 -888 376 473
599616217619254912 -894 374 474
599616217624180992 -899 371 467
599616217629107072 -902 368 468
599616217634033152 -901 363 462
599616217638959360 -901 359 452
599616217643885440 -900 358 440
599616217648811520 -896 356 434
599616217653737600 -884 349 434
599616217658663808 -871 349 439
599616217663589888 -861 345 449
599616217668515968 -856 345 465
599616217673442048 -850 347 470
599616217678368256 -854 349 473
599616217683294336 -855 348 472
599616217688220432 -862 352 467
599616217693147392 -873 340 468
599616217698074368 -882 324 461
599616217703001344 -888 308 458
599616217707928320 -890 301 446
599616217712855296 -900 290 437
599616217717782144 -901 275 425
599616217722709120 -902 272 416
599616217727636096 -903 259 421
599616217732563072 -906 244 429
599616217737490048 -907 231 436
599616217742417024 -909 222 441
599616217747344000 -911 202 437
599616217752270976 -912 185 438
599616217757197952 -915 164 438
599616217762124800 -916 134 437
599616217767051776 -917 113 435
599616217771978752 -922 105 432
599616217776905728 -926 87 424
599616217781832704 -940 65 412
599616217786759680 -955 46 399
599616217791686656 -962 37 387
599616217796613632 -966 26 378
599616217801540608 -969 18 373
599616217806467456 -970 16 368
599616217811394432 -971 15 367
599616217816321408 -966 15 368
599616217821248384 -959 11 375
599616217826175360 -958 9 379
599616217831102336 -954 7 384
599616217836029312 -952 7 392
599616217840956288 -951 5 404
599616217845883264 -948 0 419
599616217850810112 -943 -6 428
599616217855737088 -937 -14 437
599616217860664064 -932 -24 438
599616217865591058 -927 -37 439
599616217870517120 -927 -50 436
599616217875443200 -921 -53 438
599616217880369408 -916 -59 438
599616217885295488 -916 -60 439
599616217890221568 -915 -61 433
599616217895147648 -913 -53 427
599616217900073856 -912 -48 420
599616217904999936 -915 -38 406
599616217909926016 -915 -25 398
599616217914852096 -922 -19 395
599616217919778304 -925 -11 383
599616217924704384 -927 -4 372
599616217929630464 -931 1 355
599616217934556544 -940 7 343
599616217939482752 -941 8 348
599616217944408832 -947 7 357
599616217949334912 -960 3 352
599616217954260992 -962 0 348
599616217959187200 -969 -6 349
599616217964113280 -975 -12 354
599616217969039360 -982 -25 360
599616217973965568 -988 -36 370
599616217978891648 -994 -44 376
599616217983817728 -997 -52 383
599616217988743808 -999 -55 387
599616217993670016 -1000 -60 395
599616217998596096 -998 -58 401
599616218003522176 -996 -60 412
599616218008448256 -990 -60 421
599616218013374464 -987 -55 426
599616218018300544 -979 -50 427
599616218023226624 -975 -47 427
599616218028152704 -976 -41 424
599616218033078912 -975 -31 419
599616218038004992 -972 -29 411
599616218042931146 -969 -23 407
599616218047858176 -969 -18 403
599616218052785152 -965 -18 397
599616218057712128 -967 -17 392
599616218062639104 -960 -19 386
599616218067566080 -955 -19 386
599616218072492928 -952 -19 383
599616218077419904 -939 -22 381
599616218082346880 -934 -23 384
599616218087273856 -930 -27 382
599616218092200832 -926 -29 381
599616218097127808 -925 -30 382
599616218102054784 -922 -29 383
599616218106981760 -922 -27 381
599616218111908736 -922 -28 379
599616218116835584 -931 -22 377
599616218121762560 -936 -24 375
599616218126689536 -944 -24 374
599616218131616512 -949 -20 370
599616218136543488 -959 -22 370
599616218141470464 -962 -22 364
599616218146397440 -968 -24 365
599616218151324416 -968 -24 366
599616218156251392 -971 -22 366
599616218161178240 -971 -22 367
599616218166105216 -974 -19 365
599616218171032192 -975 -15 367
599616218175959168 -976 -9 368
599616218180886144 -979 -6 369
599616218185813120 -979 -3 372
599616218190740096 -982 0 372
599616218195667072 -988 0 374
599616218200594048 -987 1 376
599616218205520896 -988 2 377
599616218210447872 -989 3 376
599616218215374848 -992 4 377
599616218220301772 -993 5 379
599616218225228800 -992 8 375
599616218230155776 -994 11 379
599616218235082752 -995 13 377
599616218240009728 -994 17 376
599616218244936704 -992 19 373
599616218249863552 -990 22 364
599616218254790528 -984 21 351
599616218259717504 -975 21 338
599616218264644480 -971 20 331
599616218269571456 -965 20 330
599616218274498432 -955 16 341
599616218279425408 -948 10 352
599616218284352384 -944 11 362
599616218289279360 -944 5 367
599616218294206208 -948 1 372
599616218299133184 -958 -2 372
599616218304060160 -965 -7 372
599616218308987136 -970 -9 368
599616218313914112 -979 -11 366
599616218318841088 -989 -9 357
599616218323768064 -1000 -10 343
599616218328695040 -1002 -13 334
599616218333622016 -1006 -20 325
599616218338548864 -1004 -23 317
599616218343475840 -1002 -25 317
599616218348402816 -996 -31 316
599616218353329792 -994 -32 321
599616218358256768 -986 -36 327
599616218363183744 -987 -40 336
599616218368110720 -990 -43 342
599616218373037696 -1000 -43 343
599616218377964672 -1008 -46 346
599616218382891520 -1014 -48 340
599616218387818496 -1016 -51 328
599616218392745472 -1017 -59 325
599616218397672388 -1018 -60 314
599616218402599424 -1015 -60 309
599616218407526400 -1015 -60 308
599616218412453376 -1012 -59 307
599616218417380352 -1006 -60 314
599616218422307328 -998 -58 317
599616218427234176 -989 -60 319
599616218432161152 -979 -58 317
599616218437088128 -972 -54 325
599616218442015104 -970 -51 314
599616218446942080 -963 -43 321
599616218451869056 -956 -42 312
599616218456796032 -953 -34 312
599616218461723008 -947 -26 303
599616218466649984 -946 -19 301
599616218471576832 -950 -15 302
599616218476503808 -961 -12 299
599616218481430784 -966 -5 294
599616218486357760 -973 -1 293
599616218491284736 -977 1 288
599616218496211712 -980 8 292
599616218501138688 -986 11 286
599616218506065664 -989 11 279
599616218510992640 -992 14 284
599616218515919488 -990 15 284
599616218520846464 -994 15 284
599616218525773440 -994 16 288
599616218530700416 -998 15 286
599616218535627392 -998 18 293
599616218540554368 -1001 20 290
599616218545481344 -1003 24 295
599616218550408320 -1005 26 294
599616218555335296 -1009 27 298
599616218560262144 -1010 31 301
599616218565189120 -1011 37 301
599616218570116096 -1011 36 311
599616218575043004 -1011 37 313
599616218579967360 -1007 39 319
599616218584891776 -1006 36 312
599616218589816192 -1003 31 309
599616218594740608 -1001 25 301
599616218599665024 -999 25 296
599616218604589440 -1002 20 293
599616218609513856 -1003 20 285
599616218614438272 -1008 19 274
599616218619362688 -1007 20 274
599616218624287104 -1004 18 269
599616218629211520 -998 20 275
599616218634135936 -998 17 286
599616218639060352 -995 16 288
599616218643984768 -996 11 296
599616218648909184 -996 15 306
599616218653833600 -999 11 311
599616218658758016 -999 9 311
599616218663682432 -999 6 308
599616218668606848 -1000 4 303
599616218673531264 -1000 5 296
599616218678455680 -999 4 294
599616218683380096 -996 1 291
599616218688304512 -996 0 284
599616218693228928 -995 0 287
599616218698153344 -995 0 282
599616218703077760 -992 -1 284
599616218708002304 -991 -3 276
599616218712926720 -993 -5 276
599616218717851136 -996 -6 272
599616218722775552 -996 -8 272
599616218727699968 -999 -9 267
599616218732624384 -1000 -11 262
599616218737548800 -1006 -18 256
599616218742473216 -1006 -18 256
599616218747397632 -1007 -24 254
599616218752322072 -1010 -22 252
599616218757249024 -1009 -24 253
599616218762176000 -1009 -21 248
599616218767102976 -1010 -20 246
599616218772029952 -1008 -15 245
599616218776956928 -1011 -11 239
599616218781883776 -1012 -11 238
599616218786810752 -1011 -10 236
599616218791737728 -1014 -7 235
599616218796664704 -1014 -4 234
599616218801591680 -1016 -5 236
599616218806518656 -1015 -3 235
599616218811445632 -1016 -2 237
599616218816372608 -1017 0 238
599616218821299584 -1016 2 236
599616218826226432 -1016 0 237
599616218831153408 -1016 1 236
599616218836080384 -1016 1 234
599616218841007360 -1015 -1 232
599616218845934336 -1015 -1 232
599616218850861312 -1014 -1 229
599616218855788288 -1014 -2 232
599616218860715264 -1015 -2 232
599616218865642112 -1015 -2 233
599616218870569088 -1012 -3 232
599616218875496064 -1012 -5 233
599616218880423040 -1011 -4 232
599616218885350016 -1011 -6 234
599616218890276992 -1011 -9 234
599616218895203968 -1008 -9 236
599616218900130944 -1006 -12 238
599616218905057920 -1007 -14 239
599616218909984768 -1004 -12 238
599616218914911744 -1005 -18 238
599616218919838720 -1005 -17 239
599616218924765696 -1006 -20 239
599616218929692682 -1006 -14 240
599616218934617984 -1006 -17 245
599616218939543296 -1005 -14 238
599616218944468480 -1006 -11 238
599616218949393792 -1007 -9 238
599616218954319104 -1009 -8 238
599616218959244288 -1011 -8 238
599616218964169600 -1012 -8 239
599616218969094912 -1013 -6 237
599616218974020096 -1014 -5 234
599616218978945408 -1015 -5 235
599616218983870592 -1013 -4 235
599616218988795904 -1014 -5 233
599616218993721216 -1013 -8 238
599616218998646400 -1014 -10 239
599616219003571712 -1013 -8 240
599616219008497024 -1014 -5 240
599616219013422208 -1015 -4 243
599616219018347520 -1015 -2 241
599616219023272832 -1016 -2 240
599616219028198016 -1016 -3 238
599616219033123328 -1015 -3 236
599616219038048640 -1015 -2 233
599616219042973824 -1013 -4 232
599616219047899136 -1010 -4 231
599616219052824320 -1006 -8 235
599616219057749632 -1002 -8 237
599616219062674944 -999 -9 237
599616219067600128 -998 -9 239
599616219072525440 -1003 -7 238
599616219077450752 -1007 -5 239
599616219082375936 -1007 -4 236
599616219087301248 -1010 -4 237
599616219092226560 -1012 -5 234
599616219097151744 -1011 -6 233
599616219102077056 -1012 -5 233
599616219107002278 -1010 -4 233
599616219111930880 -1011 -8 239
599616219116859520 -1008 -10 240
599616219121788160 -1009 -8 240
599616219126716800 -1011 -6 242
599616219131645568 -1013 -5 239
599616219136574208 -1014 -2 241
599616219141502848 -1015 -3 238
599616219146431488 -1014 -4 237
599616219151360128 -1013 -5 235
599616219156288768 -1012 -1 236
599616219161217408 -1011 -1 235
599616219166146048 -1013 -2 235
599616219171074816 -1011 -1 234
599616219176003456 -1013 -1 235
599616219180932096 -1011 0 235
599616219185860736 -1011 -1 233
599616219190789376 -1012 0 232
599616219195718016 -1011 0 234
599616219200646656 -1012 1 233
599616219205575424 -1012 0 234
599616219210504064 -1010 0 235
599616219215432704 -1011 -1 234
599616219220361344 -1013 -3 235
599616219225289984 -1009 -3 235
599616219230218624 -1010 -1 234
599616219235147264 -1009 -2 236
599616219240075904 -1007 -1 236
599616219245004672 -1006 -1 236
599616219249933312 -1006 -3 235
599616219254861952 -1004 -3 238
599616219259790592 -1002 -3 236
599616219264719232 -1003 -3 237
599616219269647872 -1006 -3 236
599616219274576512 -1004 -2 238
599616219279505280 -1007 -1 237
599616219284433934 -1006 0 234
